,year,group,earn_perc_chng_from_total,group_legend
1121,1998,diff_%_L_F_BA_total,0.12882787750791974,Hispanic or Latino + Female + Bachelors Degree
1122,1999,diff_%_L_F_BA_total,0.11776859504132231,Hispanic or Latino + Female + Bachelors Degree
1123,2000,diff_%_L_F_BA_total,0.08375893769152196,Hispanic or Latino + Female + Bachelors Degree
1124,2001,diff_%_L_F_BA_total,0.09257375381485249,Hispanic or Latino + Female + Bachelors Degree
1125,2002,diff_%_L_F_BA_total,0.08571428571428572,Hispanic or Latino + Female + Bachelors Degree
1126,2003,diff_%_L_F_BA_total,0.20282542885973764,Hispanic or Latino + Female + Bachelors Degree
1127,2004,diff_%_L_F_BA_total,0.19438877755511022,Hispanic or Latino + Female + Bachelors Degree
1128,2005,diff_%_L_F_BA_total,0.156312625250501,Hispanic or Latino + Female + Bachelors Degree
1129,2006,diff_%_L_F_BA_total,0.17647058823529413,Hispanic or Latino + Female + Bachelors Degree
1130,2007,diff_%_L_F_BA_total,0.1752786220871327,Hispanic or Latino + Female + Bachelors Degree
1131,2008,diff_%_L_F_BA_total,0.15484515484515485,Hispanic or Latino + Female + Bachelors Degree
1132,2009,diff_%_L_F_BA_total,0.13733075435203096,Hispanic or Latino + Female + Bachelors Degree
1133,2010,diff_%_L_F_BA_total,0.12524271844660195,Hispanic or Latino + Female + Bachelors Degree
1134,2011,diff_%_L_F_BA_total,0.154,Hispanic or Latino + Female + Bachelors Degree
1135,2012,diff_%_L_F_BA_total,0.11177052423343224,Hispanic or Latino + Female + Bachelors Degree
1136,2013,diff_%_L_F_BA_total,0.16170634920634921,Hispanic or Latino + Female + Bachelors Degree
1137,2014,diff_%_L_F_BA_total,0.17282717282717283,Hispanic or Latino + Female + Bachelors Degree
1138,2015,diff_%_L_F_BA_total,0.1750503018108652,Hispanic or Latino + Female + Bachelors Degree
1139,2016,diff_%_L_F_BA_total,0.14230019493177387,Hispanic or Latino + Female + Bachelors Degree
1140,2017,diff_%_L_F_BA_total,0.1564625850340136,Hispanic or Latino + Female + Bachelors Degree
1141,2018,diff_%_L_F_BA_total,0.1111111111111111,Hispanic or Latino + Female + Bachelors Degree
1142,2019,diff_%_L_F_BA_total,0.1261682242990654,Hispanic or Latino + Female + Bachelors Degree
1143,2020,diff_%_L_F_BA_total,0.1,Hispanic or Latino + Female + Bachelors Degree
1144,1995,diff_%_L_F_AD_total,0.5845986984815619,Hispanic or Latino + Female + Advanced Degree
1145,1996,diff_%_L_F_AD_total,0.5698689956331878,Hispanic or Latino + Female + Advanced Degree
1146,1997,diff_%_L_F_AD_total,0.38351648351648354,Hispanic or Latino + Female + Advanced Degree
1147,1998,diff_%_L_F_AD_total,0.34213305174234426,Hispanic or Latino + Female + Advanced Degree
1148,1999,diff_%_L_F_AD_total,0.3977272727272727,Hispanic or Latino + Female + Advanced Degree
1149,2000,diff_%_L_F_AD_total,0.3442288049029622,Hispanic or Latino + Female + Advanced Degree
1150,2001,diff_%_L_F_AD_total,0.3550356052899288,Hispanic or Latino + Female + Advanced Degree
1151,2002,diff_%_L_F_AD_total,0.36428571428571427,Hispanic or Latino + Female + Advanced Degree
1152,2003,diff_%_L_F_AD_total,0.5418768920282543,Hispanic or Latino + Female + Advanced Degree
1153,2004,diff_%_L_F_AD_total,0.5080160320641283,Hispanic or Latino + Female + Advanced Degree
1154,2005,diff_%_L_F_AD_total,0.503006012024048,Hispanic or Latino + Female + Advanced Degree
1155,2006,diff_%_L_F_AD_total,0.49898580121703856,Hispanic or Latino + Female + Advanced Degree
1156,2007,diff_%_L_F_AD_total,0.5116514690982776,Hispanic or Latino + Female + Advanced Degree
1157,2008,diff_%_L_F_AD_total,0.5144855144855145,Hispanic or Latino + Female + Advanced Degree
1158,2009,diff_%_L_F_AD_total,0.5164410058027079,Hispanic or Latino + Female + Advanced Degree
1159,2010,diff_%_L_F_AD_total,0.5009708737864078,Hispanic or Latino + Female + Advanced Degree
1160,2011,diff_%_L_F_AD_total,0.5,Hispanic or Latino + Female + Advanced Degree
1161,2012,diff_%_L_F_AD_total,0.45004945598417406,Hispanic or Latino + Female + Advanced Degree
1162,2013,diff_%_L_F_AD_total,0.5,Hispanic or Latino + Female + Advanced Degree
1163,2014,diff_%_L_F_AD_total,0.47652347652347654,Hispanic or Latino + Female + Advanced Degree
1164,2015,diff_%_L_F_AD_total,0.47484909456740443,Hispanic or Latino + Female + Advanced Degree
1165,2016,diff_%_L_F_AD_total,0.48635477582846004,Hispanic or Latino + Female + Advanced Degree
1166,2017,diff_%_L_F_AD_total,0.467444120505345,Hispanic or Latino + Female + Advanced Degree
1167,2018,diff_%_L_F_AD_total,0.45306513409961685,Hispanic or Latino + Female + Advanced Degree
1168,2019,diff_%_L_F_AD_total,0.4336448598130841,Hispanic or Latino + Female + Advanced Degree
1169,2020,diff_%_L_F_AD_total,0.4230088495575221,Hispanic or Latino + Female + Advanced Degree
1170,1995,diff_%_B_M_HS_total,-0.20065075921908893,Black + Male + High School
1171,1996,diff_%_B_M_HS_total,-0.21615720524017468,Black + Male + High School
1172,1997,diff_%_B_M_HS_total,-0.2,Black + Male + High School
1173,1998,diff_%_B_M_HS_total,-0.18268215417106654,Black + Male + High School
1174,1999,diff_%_B_M_HS_total,-0.19318181818181818,Black + Male + High School
1175,2000,diff_%_B_M_HS_total,-0.20122574055158324,Black + Male + High School
1176,2001,diff_%_B_M_HS_total,-0.1943031536113937,Black + Male + High School
1177,2002,diff_%_B_M_HS_total,-0.17857142857142858,Black + Male + High School
1178,2003,diff_%_B_M_HS_total,-0.1977800201816347,Black + Male + High School
1179,2004,diff_%_B_M_HS_total,-0.22344689378757515,Black + Male + High School
1180,2005,diff_%_B_M_HS_total,-0.24849699398797595,Black + Male + High School
1181,2006,diff_%_B_M_HS_total,-0.2281947261663286,Black + Male + High School
1182,2007,diff_%_B_M_HS_total,-0.2573454913880446,Black + Male + High School
1183,2008,diff_%_B_M_HS_total,-0.23876123876123875,Black + Male + High School
1184,2009,diff_%_B_M_HS_total,-0.24661508704061896,Black + Male + High School
1185,2010,diff_%_B_M_HS_total,-0.24951456310679612,Black + Male + High School
1186,2011,diff_%_B_M_HS_total,-0.23,Black + Male + High School
1187,2012,diff_%_B_M_HS_total,-0.2561819980217606,Black + Male + High School
1188,2013,diff_%_B_M_HS_total,-0.2748015873015873,Black + Male + High School
1189,2014,diff_%_B_M_HS_total,-0.25674325674325676,Black + Male + High School
1190,2015,diff_%_B_M_HS_total,-0.2575452716297787,Black + Male + High School
1191,2016,diff_%_B_M_HS_total,-0.28654970760233917,Black + Male + High School
1192,2017,diff_%_B_M_HS_total,-0.27696793002915454,Black + Male + High School
1193,2018,diff_%_B_M_HS_total,-0.2777777777777778,Black + Male + High School
1194,2019,diff_%_B_M_HS_total,-0.28317757009345795,Black + Male + High School
1195,2020,diff_%_B_M_HS_total,-0.27964601769911507,Black + Male + High School
1196,1995,diff_%_B_M_SC_total,-0.10086767895878525,Black + Male + Some College
1197,1996,diff_%_B_M_SC_total,-0.08078602620087336,Black + Male + Some College
1198,1997,diff_%_B_M_SC_total,-0.05054945054945055,Black + Male + Some College
1199,1998,diff_%_B_M_SC_total,-0.04963041182682154,Black + Male + Some College
1200,1999,diff_%_B_M_SC_total,-0.09090909090909091,Black + Male + Some College
1201,2000,diff_%_B_M_SC_total,-0.06230847803881512,Black + Male + Some College
1202,2001,diff_%_B_M_SC_total,-0.056968463886063074,Black + Male + Some College
1203,2002,diff_%_B_M_SC_total,-0.0673469387755102,Black + Male + Some College
1204,2003,diff_%_B_M_SC_total,-0.07568113017154389,Black + Male + Some College
1205,2004,diff_%_B_M_SC_total,-0.09919839679358718,Black + Male + Some College
1206,2005,diff_%_B_M_SC_total,-0.09819639278557114,Black + Male + Some College
1207,2006,diff_%_B_M_SC_total,-0.11764705882352941,Black + Male + Some College
1208,2007,diff_%_B_M_SC_total,-0.09422492401215805,Black + Male + Some College
1209,2008,diff_%_B_M_SC_total,-0.13086913086913088,Black + Male + Some College
1210,2009,diff_%_B_M_SC_total,-0.15860735009671179,Black + Male + Some College
1211,2010,diff_%_B_M_SC_total,-0.1553398058252427,Black + Male + Some College
1212,2011,diff_%_B_M_SC_total,-0.125,Black + Male + Some College
1213,2012,diff_%_B_M_SC_total,-0.14540059347181009,Black + Male + Some College
1214,2013,diff_%_B_M_SC_total,-0.18452380952380953,Black + Male + Some College
1215,2014,diff_%_B_M_SC_total,-0.16583416583416583,Black + Male + Some College
1216,2015,diff_%_B_M_SC_total,-0.13380281690140844,Black + Male + Some College
1217,2016,diff_%_B_M_SC_total,-0.13840155945419103,Black + Male + Some College
1218,2017,diff_%_B_M_SC_total,-0.16715257531584063,Black + Male + Some College
1219,2018,diff_%_B_M_SC_total,-0.16666666666666666,Black + Male + Some College
1220,2019,diff_%_B_M_SC_total,-0.18037383177570093,Black + Male + Some College
1221,2020,diff_%_B_M_SC_total,-0.2,Black + Male + Some College
1222,1995,diff_%_B_M_BA_total,0.24945770065075923,Black + Male + Bachelors Degree
1223,1996,diff_%_B_M_BA_total,0.2554585152838428,Black + Male + Bachelors Degree
1224,1997,diff_%_B_M_BA_total,0.22967032967032966,Black + Male + Bachelors Degree
1225,1998,diff_%_B_M_BA_total,0.2787750791974657,Black + Male + Bachelors Degree
1226,1999,diff_%_B_M_BA_total,0.3274793388429752,Black + Male + Bachelors Degree
1227,2000,diff_%_B_M_BA_total,0.23493360572012256,Black + Male + Bachelors Degree
1228,2001,diff_%_B_M_BA_total,0.2777212614445575,Black + Male + Bachelors Degree
1229,2002,diff_%_B_M_BA_total,0.31020408163265306,Black + Male + Bachelors Degree
1230,2003,diff_%_B_M_BA_total,0.22401614530776992,Black + Male + Bachelors Degree
1231,2004,diff_%_B_M_BA_total,0.2545090180360721,Black + Male + Bachelors Degree
1232,2005,diff_%_B_M_BA_total,0.2124248496993988,Black + Male + Bachelors Degree
1233,2006,diff_%_B_M_BA_total,0.2718052738336714,Black + Male + Bachelors Degree
1234,2007,diff_%_B_M_BA_total,0.23606889564336372,Black + Male + Bachelors Degree
1235,2008,diff_%_B_M_BA_total,0.1878121878121878,Black + Male + Bachelors Degree
1236,2009,diff_%_B_M_BA_total,0.18375241779497098,Black + Male + Bachelors Degree
1237,2010,diff_%_B_M_BA_total,0.23689320388349513,Black + Male + Bachelors Degree
1238,2011,diff_%_B_M_BA_total,0.251,Black + Male + Bachelors Degree
1239,2012,diff_%_B_M_BA_total,0.20870425321463898,Black + Male + Bachelors Degree
1240,2013,diff_%_B_M_BA_total,0.21329365079365079,Black + Male + Bachelors Degree
1241,2014,diff_%_B_M_BA_total,0.14385614385614387,Black + Male + Bachelors Degree
1242,2015,diff_%_B_M_BA_total,0.23742454728370221,Black + Male + Bachelors Degree
1243,2016,diff_%_B_M_BA_total,0.1442495126705653,Black + Male + Bachelors Degree
1244,2017,diff_%_B_M_BA_total,0.11273080660835763,Black + Male + Bachelors Degree
1245,2018,diff_%_B_M_BA_total,0.1111111111111111,Black + Male + Bachelors Degree
1246,2019,diff_%_B_M_BA_total,0.1261682242990654,Black + Male + Bachelors Degree
1247,2020,diff_%_B_M_BA_total,0.15398230088495576,Black + Male + Bachelors Degree
1248,1995,diff_%_B_M_AD_total,0.6182212581344902,Black + Male + Advanced Degree
1249,1996,diff_%_B_M_AD_total,0.62882096069869,Black + Male + Advanced Degree
1250,1997,diff_%_B_M_AD_total,0.6923076923076923,Black + Male + Advanced Degree
1251,1998,diff_%_B_M_AD_total,0.6821541710665259,Black + Male + Advanced Degree
1252,1999,diff_%_B_M_AD_total,0.7365702479338843,Black + Male + Advanced Degree
1253,2000,diff_%_B_M_AD_total,0.669050051072523,Black + Male + Advanced Degree
1254,2001,diff_%_B_M_AD_total,0.7741607324516785,Black + Male + Advanced Degree
1255,2002,diff_%_B_M_AD_total,0.5979591836734693,Black + Male + Advanced Degree
1256,2003,diff_%_B_M_AD_total,0.5398587285570131,Black + Male + Advanced Degree
1257,2004,diff_%_B_M_AD_total,0.6372745490981964,Black + Male + Advanced Degree
1258,2005,diff_%_B_M_AD_total,0.5891783567134269,Black + Male + Advanced Degree
1259,2006,diff_%_B_M_AD_total,0.6967545638945233,Black + Male + Advanced Degree
1260,2007,diff_%_B_M_AD_total,0.6474164133738601,Black + Male + Advanced Degree
1261,2008,diff_%_B_M_AD_total,0.6453546453546454,Black + Male + Advanced Degree
1262,2009,diff_%_B_M_AD_total,0.5783365570599613,Black + Male + Advanced Degree
1263,2010,diff_%_B_M_AD_total,0.6262135922330098,Black + Male + Advanced Degree
1264,2011,diff_%_B_M_AD_total,0.5,Black + Male + Advanced Degree
1265,2012,diff_%_B_M_AD_total,0.6904055390702275,Black + Male + Advanced Degree
1266,2013,diff_%_B_M_AD_total,0.5863095238095238,Black + Male + Advanced Degree
1267,2014,diff_%_B_M_AD_total,0.6673326673326674,Black + Male + Advanced Degree
1268,2015,diff_%_B_M_AD_total,0.5935613682092555,Black + Male + Advanced Degree
1269,2016,diff_%_B_M_AD_total,0.5311890838206628,Black + Male + Advanced Degree
1270,2017,diff_%_B_M_AD_total,0.5034013605442177,Black + Male + Advanced Degree
1271,2018,diff_%_B_M_AD_total,0.5555555555555556,Black + Male + Advanced Degree
1272,2019,diff_%_B_M_AD_total,0.5364485981308411,Black + Male + Advanced Degree
1273,2020,diff_%_B_M_AD_total,0.5380530973451327,Black + Male + Advanced Degree
1274,1995,diff_%_B_F_HS_total,-0.3611713665943601,Black + Female + High School
1275,1996,diff_%_B_F_HS_total,-0.3471615720524017,Black + Female + High School
1276,1997,diff_%_B_F_HS_total,-0.36043956043956044,Black + Female + High School
1277,1998,diff_%_B_F_HS_total,-0.3347412882787751,Black + Female + High School
1278,1999,diff_%_B_F_HS_total,-0.3522727272727273,Black + Female + High School
1279,2000,diff_%_B_F_HS_total,-0.3452502553626149,Black + Female + High School
1280,2001,diff_%_B_F_HS_total,-0.335707019328586,Black + Female + High School
1281,2002,diff_%_B_F_HS_total,-0.3346938775510204,Black + Female + High School
1282,2003,diff_%_B_F_HS_total,-0.32593340060544906,Black + Female + High School
1283,2004,diff_%_B_F_HS_total,-0.3166332665330661,Black + Female + High School
1284,2005,diff_%_B_F_HS_total,-0.35370741482965934,Black + Female + High School
1285,2006,diff_%_B_F_HS_total,-0.35294117647058826,Black + Female + High School
1286,2007,diff_%_B_F_HS_total,-0.3373860182370821,Black + Female + High School
1287,2008,diff_%_B_F_HS_total,-0.34765234765234765,Black + Female + High School
1288,2009,diff_%_B_F_HS_total,-0.35589941972920697,Black + Female + High School
1289,2010,diff_%_B_F_HS_total,-0.3737864077669903,Black + Female + High School
1290,2011,diff_%_B_F_HS_total,-0.37,Black + Female + High School
1291,2012,diff_%_B_F_HS_total,-0.3778437190900099,Black + Female + High School
1292,2013,diff_%_B_F_HS_total,-0.375,Black + Female + High School
1293,2014,diff_%_B_F_HS_total,-0.3806193806193806,Black + Female + High School
1294,2015,diff_%_B_F_HS_total,-0.40643863179074446,Black + Female + High School
1295,2016,diff_%_B_F_HS_total,-0.3830409356725146,Black + Female + High School
1296,2017,diff_%_B_F_HS_total,-0.39844509232264336,Black + Female + High School
1297,2018,diff_%_B_F_HS_total,-0.4003831417624521,Black + Female + High School
1298,2019,diff_%_B_F_HS_total,-0.40373831775700936,Black + Female + High School
1299,2020,diff_%_B_F_HS_total,-0.4,Black + Female + High School
1300,1995,diff_%_B_F_SC_total,-0.21908893709327548,Black + Female + Some College
1301,1996,diff_%_B_F_SC_total,-0.19323144104803494,Black + Female + Some College
1302,1997,diff_%_B_F_SC_total,-0.20549450549450549,Black + Female + Some College
1303,1998,diff_%_B_F_SC_total,-0.22069693769799367,Black + Female + Some College
1304,1999,diff_%_B_F_SC_total,-0.23140495867768596,Black + Female + Some College
1305,2000,diff_%_B_F_SC_total,-0.21859039836567926,Black + Female + Some College
1306,2001,diff_%_B_F_SC_total,-0.1943031536113937,Black + Female + Some College
1307,2002,diff_%_B_F_SC_total,-0.20204081632653062,Black + Female + Some College
1308,2003,diff_%_B_F_SC_total,-0.21392532795156408,Black + Female + Some College
1309,2004,diff_%_B_F_SC_total,-0.22344689378757515,Black + Female + Some College
1310,2005,diff_%_B_F_SC_total,-0.24849699398797595,Black + Female + Some College
1311,2006,diff_%_B_F_SC_total,-0.23529411764705882,Black + Female + Some College
1312,2007,diff_%_B_F_SC_total,-0.22998986828774062,Black + Female + Some College
1313,2008,diff_%_B_F_SC_total,-0.22877122877122877,Black + Female + Some College
1314,2009,diff_%_B_F_SC_total,-0.2437137330754352,Black + Female + Some College
1315,2010,diff_%_B_F_SC_total,-0.2504854368932039,Black + Female + Some College
1316,2011,diff_%_B_F_SC_total,-0.251,Black + Female + Some College
1317,2012,diff_%_B_F_SC_total,-0.27497527200791294,Black + Female + Some College
1318,2013,diff_%_B_F_SC_total,-0.2787698412698413,Black + Female + Some College
1319,2014,diff_%_B_F_SC_total,-0.2857142857142857,Black + Female + Some College
1320,2015,diff_%_B_F_SC_total,-0.29074446680080485,Black + Female + Some College
1321,2016,diff_%_B_F_SC_total,-0.28654970760233917,Black + Female + Some College
1322,2017,diff_%_B_F_SC_total,-0.2954324586977648,Black + Female + Some College
1323,2018,diff_%_B_F_SC_total,-0.3333333333333333,Black + Female + Some College
1324,2019,diff_%_B_F_SC_total,-0.3205607476635514,Black + Female + Some College
1325,2020,diff_%_B_F_SC_total,-0.30796460176991153,Black + Female + Some College
1326,1995,diff_%_B_F_BA_total,0.10412147505422993,Black + Female + Bachelors Degree
1327,1996,diff_%_B_F_BA_total,0.0982532751091703,Black + Female + Bachelors Degree
1328,1997,diff_%_B_F_BA_total,0.10989010989010989,Black + Female + Bachelors Degree
1329,1998,diff_%_B_F_BA_total,0.09820485744456177,Black + Female + Bachelors Degree
1330,1999,diff_%_B_F_BA_total,0.15289256198347106,Black + Female + Bachelors Degree
1331,2000,diff_%_B_F_BA_total,0.14606741573033707,Black + Female + Bachelors Degree
1332,2001,diff_%_B_F_BA_total,0.14445574771108852,Black + Female + Bachelors Degree
1333,2002,diff_%_B_F_BA_total,0.14285714285714285,Black + Female + Bachelors Degree
1334,2003,diff_%_B_F_BA_total,0.20282542885973764,Black + Female + Bachelors Degree
1335,2004,diff_%_B_F_BA_total,0.11823647294589178,Black + Female + Bachelors Degree
1336,2005,diff_%_B_F_BA_total,0.06813627254509018,Black + Female + Bachelors Degree
1337,2006,diff_%_B_F_BA_total,0.11764705882352941,Black + Female + Bachelors Degree
1338,2007,diff_%_B_F_BA_total,0.09827760891590678,Black + Female + Bachelors Degree
1339,2008,diff_%_B_F_BA_total,0.0979020979020979,Black + Female + Bachelors Degree
1340,2009,diff_%_B_F_BA_total,0.0735009671179884,Black + Female + Bachelors Degree
1341,2010,diff_%_B_F_BA_total,0.07572815533980583,Black + Female + Bachelors Degree
1342,2011,diff_%_B_F_BA_total,0.071,Black + Female + Bachelors Degree
1343,2012,diff_%_B_F_BA_total,0.01483679525222552,Black + Female + Bachelors Degree
1344,2013,diff_%_B_F_BA_total,0.12996031746031747,Black + Female + Bachelors Degree
1345,2014,diff_%_B_F_BA_total,0.07192807192807193,Black + Female + Bachelors Degree
1346,2015,diff_%_B_F_BA_total,0.11368209255533199,Black + Female + Bachelors Degree
1347,2016,diff_%_B_F_BA_total,0.005847953216374269,Black + Female + Bachelors Degree
1348,2017,diff_%_B_F_BA_total,0.04081632653061224,Black + Female + Bachelors Degree
1349,2018,diff_%_B_F_BA_total,0.02586206896551724,Black + Female + Bachelors Degree
1350,2019,diff_%_B_F_BA_total,0.024299065420560748,Black + Female + Bachelors Degree
1351,2020,diff_%_B_F_BA_total,0.0,Black + Female + Bachelors Degree
1352,1995,diff_%_B_F_AD_total,0.5509761388286334,Black + Female + Advanced Degree
1353,1996,diff_%_B_F_AD_total,0.48253275109170307,Black + Female + Advanced Degree
1354,1997,diff_%_B_F_AD_total,0.38351648351648354,Black + Female + Advanced Degree
1355,1998,diff_%_B_F_AD_total,0.4614572333685322,Black + Female + Advanced Degree
1356,1999,diff_%_B_F_AD_total,0.5020661157024794,Black + Female + Advanced Degree
1357,2000,diff_%_B_F_AD_total,0.34627170582226763,Black + Female + Advanced Degree
1358,2001,diff_%_B_F_AD_total,0.3550356052899288,Black + Female + Advanced Degree
1359,2002,diff_%_B_F_AD_total,0.47653061224489796,Black + Female + Advanced Degree
1360,2003,diff_%_B_F_AD_total,0.44904137235116043,Black + Female + Advanced Degree
1361,2004,diff_%_B_F_AD_total,0.49298597194388777,Black + Female + Advanced Degree
1362,2005,diff_%_B_F_AD_total,0.44589178356713427,Black + Female + Advanced Degree
1363,2006,diff_%_B_F_AD_total,0.4148073022312373,Black + Female + Advanced Degree
1364,2007,diff_%_B_F_AD_total,0.5096251266464032,Black + Female + Advanced Degree
1365,2008,diff_%_B_F_AD_total,0.43756243756243757,Black + Female + Advanced Degree
1366,2009,diff_%_B_F_AD_total,0.3916827852998066,Black + Female + Advanced Degree
1367,2010,diff_%_B_F_AD_total,0.30097087378640774,Black + Female + Advanced Degree
1368,2011,diff_%_B_F_AD_total,0.349,Black + Female + Advanced Degree
1369,2012,diff_%_B_F_AD_total,0.4381800197823937,Black + Female + Advanced Degree
1370,2013,diff_%_B_F_AD_total,0.44246031746031744,Black + Female + Advanced Degree
1371,2014,diff_%_B_F_AD_total,0.35764235764235763,Black + Female + Advanced Degree
1372,2015,diff_%_B_F_AD_total,0.30885311871227367,Black + Female + Advanced Degree
1373,2016,diff_%_B_F_AD_total,0.36744639376218324,Black + Female + Advanced Degree
1374,2017,diff_%_B_F_AD_total,0.28960155490767736,Black + Female + Advanced Degree
1375,2018,diff_%_B_F_AD_total,0.2825670498084291,Black + Female + Advanced Degree
1376,2019,diff_%_B_F_AD_total,0.30467289719626167,Black + Female + Advanced Degree
1377,2020,diff_%_B_F_AD_total,0.26902654867256637,Black + Female + Advanced Degree
1378,1995,diff_%_A_M_HS_total,-0.16702819956616052,Asian + Male + High School
1379,1996,diff_%_A_M_HS_total,-0.13427947598253276,Asian + Male + High School
1380,1997,diff_%_A_M_HS_total,-0.2,Asian + Male + High School
1381,1998,diff_%_A_M_HS_total,-0.16367476240760295,Asian + Male + High School
1382,1999,diff_%_A_M_HS_total,-0.16735537190082644,Asian + Male + High School
1383,2000,diff_%_A_M_HS_total,-0.1317671092951992,Asian + Male + High School
1384,2001,diff_%_A_M_HS_total,-0.1607324516785351,Asian + Male + High School
1385,2002,diff_%_A_M_HS_total,-0.11020408163265306,Asian + Male + High School
1386,2003,diff_%_A_M_HS_total,-0.16851664984863773,Asian + Male + High School
1387,2004,diff_%_A_M_HS_total,-0.17635270541082165,Asian + Male + High School
1388,2005,diff_%_A_M_HS_total,-0.1683366733466934,Asian + Male + High School
1389,2006,diff_%_A_M_HS_total,-0.1643002028397566,Asian + Male + High School
1390,2007,diff_%_A_M_HS_total,-0.14184397163120568,Asian + Male + High School
1391,2008,diff_%_A_M_HS_total,-0.1918081918081918,Asian + Male + High School
1392,2009,diff_%_A_M_HS_total,-0.21083172147001933,Asian + Male + High School
1393,2010,diff_%_A_M_HS_total,-0.21067961165048543,Asian + Male + High School
1394,2011,diff_%_A_M_HS_total,-0.22,Asian + Male + High School
1395,2012,diff_%_A_M_HS_total,-0.2274975272007913,Asian + Male + High School
1396,2013,diff_%_A_M_HS_total,-0.25,Asian + Male + High School
1397,2014,diff_%_A_M_HS_total,-0.22577422577422576,Asian + Male + High School
1398,2015,diff_%_A_M_HS_total,-0.20824949698189135,Asian + Male + High School
1399,2016,diff_%_A_M_HS_total,-0.20565302144249512,Asian + Male + High School
1400,2017,diff_%_A_M_HS_total,-0.20796890184645286,Asian + Male + High School
1401,2018,diff_%_A_M_HS_total,-0.16666666666666666,Asian + Male + High School
1402,2019,diff_%_A_M_HS_total,-0.23271028037383176,Asian + Male + High School
1403,2020,diff_%_A_M_HS_total,-0.21415929203539824,Asian + Male + High School
1404,1995,diff_%_A_M_SC_total,0.04121475054229935,Asian + Male + Some College
1405,1996,diff_%_A_M_SC_total,-0.019650655021834062,Asian + Male + Some College
1406,1997,diff_%_A_M_SC_total,0.0,Asian + Male + Some College
1407,1998,diff_%_A_M_SC_total,-0.011615628299894404,Asian + Male + Some College
1408,1999,diff_%_A_M_SC_total,0.047520661157024795,Asian + Male + Some College
1409,2000,diff_%_A_M_SC_total,0.04187946884576098,Asian + Male + Some College
1410,2001,diff_%_A_M_SC_total,0.03255340793489318,Asian + Male + Some College
1411,2002,diff_%_A_M_SC_total,0.026530612244897958,Asian + Male + Some College
1412,2003,diff_%_A_M_SC_total,0.05852674066599395,Asian + Male + Some College
1413,2004,diff_%_A_M_SC_total,-0.06813627254509018,Asian + Male + Some College
1414,2005,diff_%_A_M_SC_total,-0.03807615230460922,Asian + Male + Some College
1415,2006,diff_%_A_M_SC_total,-0.02231237322515213,Asian + Male + Some College
1416,2007,diff_%_A_M_SC_total,0.028368794326241134,Asian + Male + Some College
1417,2008,diff_%_A_M_SC_total,-0.059940059940059943,Asian + Male + Some College
1418,2009,diff_%_A_M_SC_total,-0.06382978723404255,Asian + Male + Some College
1419,2010,diff_%_A_M_SC_total,-0.08058252427184466,Asian + Male + Some College
1420,2011,diff_%_A_M_SC_total,-0.025,Asian + Male + Some College
1421,2012,diff_%_A_M_SC_total,-0.09594460929772503,Asian + Male + Some College
1422,2013,diff_%_A_M_SC_total,-0.031746031746031744,Asian + Male + Some College
1423,2014,diff_%_A_M_SC_total,-0.07492507492507493,Asian + Male + Some College
1424,2015,diff_%_A_M_SC_total,-0.0482897384305835,Asian + Male + Some College
1425,2016,diff_%_A_M_SC_total,-0.04873294346978557,Asian + Male + Some College
1426,2017,diff_%_A_M_SC_total,-0.07482993197278912,Asian + Male + Some College
1427,2018,diff_%_A_M_SC_total,-0.05363984674329502,Asian + Male + Some College
1428,2019,diff_%_A_M_SC_total,-0.06822429906542056,Asian + Male + Some College
1429,2020,diff_%_A_M_SC_total,-0.03805309734513274,Asian + Male + Some College
1430,1995,diff_%_A_M_BA_total,0.44143167028199565,Asian + Male + Bachelors Degree
1431,1996,diff_%_A_M_BA_total,0.388646288209607,Asian + Male + Bachelors Degree
1432,1997,diff_%_A_M_BA_total,0.43956043956043955,Asian + Male + Bachelors Degree
1433,1998,diff_%_A_M_BA_total,0.42555438225976766,Asian + Male + Bachelors Degree
1434,1999,diff_%_A_M_BA_total,0.45454545454545453,Asian + Male + Bachelors Degree
1435,2000,diff_%_A_M_BA_total,0.4759959141981614,Asian + Male + Bachelors Degree
1436,2001,diff_%_A_M_BA_total,0.46998982706002035,Asian + Male + Bachelors Degree
1437,2002,diff_%_A_M_BA_total,0.5346938775510204,Asian + Male + Bachelors Degree
1438,2003,diff_%_A_M_BA_total,0.48133198789101916,Asian + Male + Bachelors Degree
1439,2004,diff_%_A_M_BA_total,0.49298597194388777,Asian + Male + Bachelors Degree
1440,2005,diff_%_A_M_BA_total,0.44589178356713427,Asian + Male + Bachelors Degree
1441,2006,diff_%_A_M_BA_total,0.526369168356998,Asian + Male + Bachelors Degree
1442,2007,diff_%_A_M_BA_total,0.5653495440729484,Asian + Male + Bachelors Degree
1443,2008,diff_%_A_M_BA_total,0.5664335664335665,Asian + Male + Bachelors Degree
1444,2009,diff_%_A_M_BA_total,0.390715667311412,Asian + Male + Bachelors Degree
1445,2010,diff_%_A_M_BA_total,0.4320388349514563,Asian + Male + Bachelors Degree
1446,2011,diff_%_A_M_BA_total,0.5,Asian + Male + Bachelors Degree
1447,2012,diff_%_A_M_BA_total,0.49752720079129575,Asian + Male + Bachelors Degree
1448,2013,diff_%_A_M_BA_total,0.5625,Asian + Male + Bachelors Degree
1449,2014,diff_%_A_M_BA_total,0.5224775224775224,Asian + Male + Bachelors Degree
